"Name","Dates associated with name","Type of name","Role","Other names","BL record ID","Type of resource","Content type","Material type","BNB number","Archival Resource Key","ISBN","Title","Variant titles","Series title","Number within series","Country of publication","Place of publication","Publisher","Date of creation/publication","Edition","Physical description","Dewey classification","BL shelfmark","Topics","Genre","Languages","Notes","Provenance"
"Roaring Fork Press","","organisation","publisher","Paolozzi, Eduardo, 1924-2005 [person] ; Hockney, David, 1937- [person] ; Tavener, John, 1944-2013 [person] ; Blake, Peter, 1932- [person] ; Furnival, John, 1933- [person] ; Finch, Christopher [person] ; Logue, Christopher, 1926-2011 [person] ; Finlay, Ian Hamilton, 1925-2006 [person] ; Lennon, John, 1940-1980 [person] ; Ono, Yōko [person] ; Ballard, J. G. (James Graham), 1930-2009 [person] ; Robinson, David, 1936 Deapproximately 9- [person] ; Kosh, John [person] ; Clark, Ossie, 1942-1996 [person] ; Amaya, Mario, editor [person] ; Roaring Fork Press, publisher [organisation] ; Smith, Richard, 1931-2016, illustrator [person] ; Lucie-Smith, Edward [person] ; Instone, Michael [person]","018677669","Monograph","Language material ; Text","Volume","","","","Aspen 7 : British box in 15 sections ; (Spring-Summer [1969])","","","","United States of America","New York","Roaring Fork Press","1969","","1 box, 12 pieces, illustrations, 30 x 30 cm","","RF.2018.b.104","Conceptual art ; Concrete art ; Paolozzi, Eduardo, 1924-2005 ; Lennon, John, 1940-1980 ; Ono, Yōko ; Arts, English--20th century ; Artists' book--periodical--U.S.A--1969 ; Logue, Christopher, 1926-2011","Periodical","English","'Aspen is published quarterly by Roaring Fork Press ... Phyllis Johnson, editor and publisher--Inside box cover ; 'Compiled and edited by Mario Amaya ; designed by John Cosh ; cover by Richard Smith'--Inside box cover ; Artist's periodical consisting of a box (numbered 'Section 1, Aspen number 7') and containing various other part numbered 2-14 ; Exhibited in 'Aspen Magazine 1965-1971', Whitechapel Art Gallery, 11 September 2012 - 3 March 2013 ; Subtitle: 'British Box in 15 sections'",""
"Roberts, Arthur","","person","critic","Roberts, Arthur, critic [person]","014746785","Monograph","Language material ; Text","Volume","GBB057064","","9780955575310","Empire of the sun, J.G. Ballard","","EK passport study notes","","England","Leeds","EK Press","2008","","116 pages, 21 cm","823.914","YK.2010.a.14655","Ballard, J. G, 1930-2009","","English","paperback",""
"Robinson, David","1936 Deapproximately 9-","person","","Paolozzi, Eduardo, 1924-2005 [person] ; Hockney, David, 1937- [person] ; Tavener, John, 1944-2013 [person] ; Blake, Peter, 1932- [person] ; Furnival, John, 1933- [person] ; Finch, Christopher [person] ; Logue, Christopher, 1926-2011 [person] ; Finlay, Ian Hamilton, 1925-2006 [person] ; Lennon, John, 1940-1980 [person] ; Ono, Yōko [person] ; Ballard, J. G. (James Graham), 1930-2009 [person] ; Robinson, David, 1936 Deapproximately 9- [person] ; Kosh, John [person] ; Clark, Ossie, 1942-1996 [person] ; Amaya, Mario, editor [person] ; Roaring Fork Press, publisher [organisation] ; Smith, Richard, 1931-2016, illustrator [person] ; Lucie-Smith, Edward [person] ; Instone, Michael [person]","018677669","Monograph","Language material ; Text","Volume","","","","Aspen 7 : British box in 15 sections ; (Spring-Summer [1969])","","","","United States of America","New York","Roaring Fork Press","1969","","1 box, 12 pieces, illustrations, 30 x 30 cm","","RF.2018.b.104","Conceptual art ; Concrete art ; Paolozzi, Eduardo, 1924-2005 ; Lennon, John, 1940-1980 ; Ono, Yōko ; Arts, English--20th century ; Artists' book--periodical--U.S.A--1969 ; Logue, Christopher, 1926-2011","Periodical","English","'Aspen is published quarterly by Roaring Fork Press ... Phyllis Johnson, editor and publisher--Inside box cover ; 'Compiled and edited by Mario Amaya ; designed by John Cosh ; cover by Richard Smith'--Inside box cover ; Artist's periodical consisting of a box (numbered 'Section 1, Aspen number 7') and containing various other part numbered 2-14 ; Exhibited in 'Aspen Magazine 1965-1971', Whitechapel Art Gallery, 11 September 2012 - 3 March 2013 ; Subtitle: 'British Box in 15 sections'",""
"Robinson, Jamie","","person","","Shashou, Natalie [person] ; Ballard, J. G., 1930-2009 [person] ; Robinson, Jamie [person]","013086516","Monograph","Language material ; Text","Volume","GBA505321","","9781903781029","Pleasant lands","","","","England","London","Immprint","2005","","196 pages, illustrations, 31 cm","779.092","","Documentary photography ; Robinson, Jamie","","English","",""
"Schmidt, Jérôme","","person","","Ballard, J. G., 1930-2009 [person] ; Schmidt, Jérôme [person] ; Notéris, Emilie [person]","015118840","Monograph","Language material ; Text","Volume","","","9782915453478","J.G. Ballard : hautes altitudes","","","","France","Alfortville","","2008","","216 pages, illustrations, 19 cm","823.914","YF.2012.a.13231","British Science Fiction Literature--20th Century--Critical Essays ; Ballard, J. G, 1930-2009--Criticism and interpretation","","French","",""
"Sellars, Simon","","person","","O'Hara, Daniel Finbarr John, 1972- [person] ; Ballard, J. G., 1930-2009 [person] ; Sellars, Simon [person]","016086021","Monograph","Language material ; Text","Volume","GBB246800","","9780007454853","Extreme metaphors : selected interviews with J.G. Ballard, 1967-2008","","","","England","London","Fourth Estate","2012","","xxiii, 503 pages, 24 cm","823.914","YC.2013.a.7204","Ballard, J. G, 1930-2009--Interviews","Interview","English","",""
"Sellars, Simon","","person","editor","O'Hara, Daniel Finbarr John, 1972-, editor [person] ; Ballard, J. G., 1930-2009, author [person] ; Sellars, Simon, editor [person]","016536302","Monograph","Language material ; Text","Volume","GBB3A0613","","9780007454860","Extreme metaphors : selected interviews with J.G. Ballard, 1967-2008","Works. Selections","","","England","London","Fourth Estate","2014","","503 pages, 20 cm","823.914","","Authors, English--20th century--Interviews ; Ballard, J. G, 1930-2009--Interviews","Interview","English","Includes index ; Originally published: 2012",""
"Shashou, Natalie","","person","","Shashou, Natalie [person] ; Ballard, J. G., 1930-2009 [person] ; Robinson, Jamie [person]","013086516","Monograph","Language material ; Text","Volume","GBA505321","","9781903781029","Pleasant lands","","","","England","London","Immprint","2005","","196 pages, illustrations, 31 cm","779.092","","Documentary photography ; Robinson, Jamie","","English","",""
"Sinclair, Iain","","person","","British Film Institute [organisation] ; Sinclair, Iain [person]","019934373","Monograph","Language material ; Text","Online resource","GBC0E5781","","9781838715168","Crash : David Cronenberg's post-mortem on J.G. Ballard's 'Trajectory of fate'","Atrocity Exhibitions -- ; Cronenberg's Crash -- ; J.G. Ballard and James Ballard -- ; Liquid Mirror: Ballard Dissolves to Cronenberg -- ; Novel as Audition Piece -- ; The Other Crash Films -- ; The Trajectory of Fate ; White Nights on the Bauhaus Balcony --","BFI modern classics","","England ; United Kingdom","London","British Film Institute","2019","","1 online resource (112 pages)","791.4372","ELD.DS.550757","Cronenberg, David, 1943- ; Crash (Cronenberg) ; Crash (Ballard, J. G.) ; Ballard, J. G, 1930-2009 ; Cronenberg, David, 1943---Criticism and interpretation ; Ballard, J. G. (James Graham), 1930- ; Crash (Film) ; Crash (Motion picture) ; Cronenberg, David, 1943---Critique et interprétation ; Crash (Motion picture : 1996)","Criticsm and interpretation","English","",""
"Smith, Richard","1931-2016","person","illustrator","Paolozzi, Eduardo, 1924-2005 [person] ; Hockney, David, 1937- [person] ; Tavener, John, 1944-2013 [person] ; Blake, Peter, 1932- [person] ; Furnival, John, 1933- [person] ; Finch, Christopher [person] ; Logue, Christopher, 1926-2011 [person] ; Finlay, Ian Hamilton, 1925-2006 [person] ; Lennon, John, 1940-1980 [person] ; Ono, Yōko [person] ; Ballard, J. G. (James Graham), 1930-2009 [person] ; Robinson, David, 1936 Deapproximately 9- [person] ; Kosh, John [person] ; Clark, Ossie, 1942-1996 [person] ; Amaya, Mario, editor [person] ; Roaring Fork Press, publisher [organisation] ; Smith, Richard, 1931-2016, illustrator [person] ; Lucie-Smith, Edward [person] ; Instone, Michael [person]","018677669","Monograph","Language material ; Text","Volume","","","","Aspen 7 : British box in 15 sections ; (Spring-Summer [1969])","","","","United States of America","New York","Roaring Fork Press","1969","","1 box, 12 pieces, illustrations, 30 x 30 cm","","RF.2018.b.104","Conceptual art ; Concrete art ; Paolozzi, Eduardo, 1924-2005 ; Lennon, John, 1940-1980 ; Ono, Yōko ; Arts, English--20th century ; Artists' book--periodical--U.S.A--1969 ; Logue, Christopher, 1926-2011","Periodical","English","'Aspen is published quarterly by Roaring Fork Press ... Phyllis Johnson, editor and publisher--Inside box cover ; 'Compiled and edited by Mario Amaya ; designed by John Cosh ; cover by Richard Smith'--Inside box cover ; Artist's periodical consisting of a box (numbered 'Section 1, Aspen number 7') and containing various other part numbered 2-14 ; Exhibited in 'Aspen Magazine 1965-1971', Whitechapel Art Gallery, 11 September 2012 - 3 March 2013 ; Subtitle: 'British Box in 15 sections'",""
"Stainforth, Elizabeth","1986-","person","editor","Stainforth, Elizabeth, 1986-, editor [person] ; Brown, Richard, 1954-, editor [person] ; Duffy, Christopher, 1977-, editor [person]","017969260","Monograph","Language material ; Text","Volume","GBB6B0529","","9789004313859","J. G. Ballard : landscapes of tomorrow","","Dialogue","22 [Dialogue]","Netherlands","Boston ; Leiden","Brill","2016","","x, 160 pages, colour illustrations, 25 cm","823.914","YD.2016.a.2770","Ballard, J. G, 1930-2009--Criticism and interpretation","","English","Additional physical form: Online version. J. G. Ballard. Leiden ; Boston : Brill, [2016]. 9789004313866",""
"Tavener, John","1944-2013","person","","Paolozzi, Eduardo, 1924-2005 [person] ; Hockney, David, 1937- [person] ; Tavener, John, 1944-2013 [person] ; Blake, Peter, 1932- [person] ; Furnival, John, 1933- [person] ; Finch, Christopher [person] ; Logue, Christopher, 1926-2011 [person] ; Finlay, Ian Hamilton, 1925-2006 [person] ; Lennon, John, 1940-1980 [person] ; Ono, Yōko [person] ; Ballard, J. G. (James Graham), 1930-2009 [person] ; Robinson, David, 1936 Deapproximately 9- [person] ; Kosh, John [person] ; Clark, Ossie, 1942-1996 [person] ; Amaya, Mario, editor [person] ; Roaring Fork Press, publisher [organisation] ; Smith, Richard, 1931-2016, illustrator [person] ; Lucie-Smith, Edward [person] ; Instone, Michael [person]","018677669","Monograph","Language material ; Text","Volume","","","","Aspen 7 : British box in 15 sections ; (Spring-Summer [1969])","","","","United States of America","New York","Roaring Fork Press","1969","","1 box, 12 pieces, illustrations, 30 x 30 cm","","RF.2018.b.104","Conceptual art ; Concrete art ; Paolozzi, Eduardo, 1924-2005 ; Lennon, John, 1940-1980 ; Ono, Yōko ; Arts, English--20th century ; Artists' book--periodical--U.S.A--1969 ; Logue, Christopher, 1926-2011","Periodical","English","'Aspen is published quarterly by Roaring Fork Press ... Phyllis Johnson, editor and publisher--Inside box cover ; 'Compiled and edited by Mario Amaya ; designed by John Cosh ; cover by Richard Smith'--Inside box cover ; Artist's periodical consisting of a box (numbered 'Section 1, Aspen number 7') and containing various other part numbered 2-14 ; Exhibited in 'Aspen Magazine 1965-1971', Whitechapel Art Gallery, 11 September 2012 - 3 March 2013 ; Subtitle: 'British Box in 15 sections'",""
"Vale, V.","","person","","Ballard, J. G., 1930-2009 [person] ; Vale, V. [person] ; Barrado, Ana [person]","013086488","Monograph","Language material ; Text","Volume","GBA505293","","9781889307121","Quotes","","","","United States of America","San Francisco, California","Search","2004","","414 pages, illustrations, 18 cm","828.91402","YK.2007.a.11243","Ballard, J. G, 1930-2009--Quotations","Quotation or maxim","English","",""
"Vale, V.","","person","","Ballard, J. G., 1930-2009 [person] ; Vale, V. [person]","013086489","Monograph","Language material ; Text","Volume","GBA505294","","9781889307138","Conversations","","","","United States of America","San Francisco, California","Search","2005","","358 pages, illustrations, 18 cm","828.91409","YK.2007.a.4047","Ballard, J. G, 1930-2009--Interviews","Interview","English","",""
"Vale, Vivian","","person","","Juno, Andrea [person] ; Vale, Vivian [person]","010129072","Monograph","Language material ; Text","Volume","GB9735426","","9780965046978","J. G. Ballard","","RE/Search","number 8/9 [RE/Search]","England","Enfield ; San Francisco, California","Airlift ; Search Publications","1984","","171 pages, illustrations, portraits, 28 cm","823.914","YA.1997.b.3427","Science fiction, English--History and criticism ; Ballard, J. G, 1930-2009--Criticism and interpretation","","English","Cover title ; bibliography: p166-171. _ Includes index",""
"Wilson, D. Harlan","","person","author","Wilson, D. Harlan, author [person]","018831946","Monograph","Language material ; Text","Online resource (ebook)","GBB869133","","9780252050039","J.G. Ballard","","Modern masters of science fiction","","United States of America","Urbana","University of Illinois Press","2018","","1 online resource","823.914","","Science fiction, English--History and criticism ; Ballard, J. G, 1930-2009--Criticism and interpretation","","English","Additional physical form: Print version. 9780252041433 ; Previously issued in print: 2017",""
"Wilson, D. Harlan","","person","author","Wilson, D. Harlan, author [person]","019229217","Monograph","Language material ; Text","Volume","","","9780252041433 ; 9780252082955","J. G. Ballard","","Modern masters of science fiction","","United States of America","Urbana","University of Illinois Press","2017","","x, 197 pages, 24 cm","823.914","YD.2019.a.541","BIOGRAPHY & AUTOBIOGRAPHY / Literary ; LITERARY CRITICISM / Science Fiction & Fantasy ; Science fiction, English--History and criticism ; Ballard, J. G, 1930-2009--Criticism and interpretation","","English","Additional physical form: Wilson, D. Harlan, author. Online version. J. G. Ballard. Urbana : University of Illinois Press, 2017. 9780252050039",""
"Wilson, John Burgess, author and critic; pseudonym Anthony Burgess","1917-1993","person","correspondent","Jolley, Monica Elizabeth, writer, 1923-2007 [correspondent] ; Manning, Olivia Mary, author, 1908-1980 [correspondent] ; Atwood, Margaret Eleanor, Canadian author, 1939- [correspondent] ; Howard, Marghanita, née Laski; writer and critic, 1915-1988 [correspondent] ; Jordan, Neil, filmmaker and novelist, 1950 [correspondent] ; Zinnemann, Frederick, Austrian-American film director, 1907-1997 [correspondent] ; Ballard, James Graham, writer, 1930-2009 [correspondent] ; Berger, John Peter, author and art critic, 1926-2017 [correspondent]","038-000000818","SubSubSeries. Archives and Manuscripts","","","","ark:/81055/vdc_100000000061.0x000113","","Angela Carter Papers: General correspondence of Angela Carter 1-2","","","","","","","1970-1992, nd","","2 files","","Western Manuscripts. Add MS 88899/3/1-2","","","English","General correspondence. Mostly typewritten and signed. Including letters from Margaret Atwood, J. G. Ballard, John Berger, Anthony Burgess, Elizabeth Jolley, Neil Jordan, Marghanita Laski, Olivia Manning, and Fred Zinnemann",""
